utterance,request,importance
"i can't find my invoice, can i see it?",17,0
I need to check the invoices from six months ago,15,1
I want to notigy problems paying,5,2
how do I buy something?,26,2
"I want to check the options for delivery, what should I do?",13,1
I need help correcting the information on my user profile,19,2
"I got an error when I attempted to make a payment, but I was charged anyway, how do I notify it?",5,1
why I cannot set up a different shipping address valid,4,2
"I have no account, what should I do to  create one?",8,1
"the show was postponed, what do I have to do to request a reimbursement?",11,1
"u are not helping, what can i do to speak with a person?",14,0
want assistance to open a new freemium account,8,2
"you aren't helping, can I speak with a human?",14,1
help me to check in what cases can I ask for a refund,16,1
"my account has been hacked, what can i do to get it back?",12,0
"I have an issue when trying to pay, what do I have to do to inform of it?",5,1
help to remove some items from an order,0,2
I want to see the email address to contact Client Service,10,2
"please, could you ask an agent if I could view my fucking invoices?",17,1
"I don't want my user account, can I cancel it?",1,1
i want to make changes to my shipping address,24,0
I made a mistake and I wanna modify my order,0,1
"I haven't got an online account, what should I do to create one?",8,1
can u ask an agent where to check my shipments?,3,0
I would like to switch to another account,6,1
"I changed my mind, how can I close my user account?",1,1
can you tell me if I can own several user accounts?,8,2
I need help seeing the options for delivery,13,2
what is your customer service number?,10,2
"I haven't got an account, what should I do to create one?",8,1
"the transaction was declined, what should I  do?",5,1
could u ask an agent where i could leave a review?,23,0
could you help me get a refund of money?,11,1
"i lost my password, can i recover it?",12,0
what do I need to do to get the invoice?,2,1
I don't know what to do to delete the account,1,1
"i got an err when i tried to pay, but i was charged anyway, can i inform of it?",5,0
I need to change the personal info,19,2
help me changing my delivery address,24,2
I do not know how to submit some feedback,23,1
"I have an issue paying for my online order, how can I inform of it?",5,1
"the event was postponed, can i get a reimbursement?",11,0
would it be possible to change an order?,0,2
"i have a question, help me speak with fucking customer support",10,0
can I contact a person?,14,2
I want to use my other online account,6,2
how can I check how long the delivery takes?,7,2
tell me more about forgotten passwords,12,2
I have problems with removing some items,0,1
can you show me your refund policy?,16,2
where do I check your money back policy?,16,2
can you give me information about the email address of the Customer Support?,10,2
can you tell me the hours of customer support?,10,2
"I have a problem paying, what should I do?",5,1
where do I view your money back guarantee?,16,2
help me get refunds,11,2
I can't remember my password and I want to retrieve it,12,1
how do I get the invoices from my last purchase?,2,1
ask an agent to speak with customer support,10,2
how could I report a registration issue?,25,2
"I have a question, can you send an email to Customer Service?",10,1
I can't contact an agent,14,1
help me leave an opinion,23,2
"the concert was cancelled, what can I do to get a reimbursement?",11,1
"I get an error when I attempt to make a payment for my online order, what do I have to do?",5,1
how to edit the information on my profile,19,2
I do not know how I can check the cancellation fees,20,1
"someone stoole my password, what should i do?",12,0
can utell me more about account cancellations,1,2
I don't know what I have to do to check my refund status,22,1
"I have an issue making a payment with card, what do I have to do?",5,1
where do I check what delivery options I have?,13,1
I don't know how to get a refund of money,11,1
help me inform of problems paying,5,2
i bought a product and i want to change my order,0,0
"I do not want my online account and I would like to remove it, please",1,1
"someone stole my account password, recover it",12,2
filing complaint,9,2
I want to see the number of Client Service,10,2
how to check my invoices?,15,2
"I want to use my other online account, can you switch them?",6,1
"I have a question, talk to Customer Support",10,2
I want to know where I can receive the newsletyter,18,1
"I can't remember my password, what do I have to do to reset it?",12,1
"i have a problem when trying to make a payment, can u nnotify it?",5,0
"I haven't got a profile, what do I have to do?",8,1
I do not know how I can buy a few of your item,26,1
ask an agent where i can place an order,26,0
I would like to know about a shipping address change,24,2
i have no online account and i wanna register,8,0
"I'm happy with theservice, Ineed help lodging a review",23,2
need assistance to contact a goddamn live agent,14,2
id like to see the free phone number of customer support,10,2
"please, ask an agent how i could notify fucking issues making a payment",5,0
I didn't receive my invoice and I want to see it,17,1
"I have no user account, can I register?",8,1
"could you tell me if I can own several accounts, please?",8,2
"I want to use my other account, help me change them",6,1
"the event was postponed, what can I do to obtain a refund?",11,1
need help to talk with somebody,14,2
can u ask an agent how i can view the status of my purchase?,3,0
can I register several accounts with a single email address?,8,2
help cancelling the last order I have made,27,1
can you tell me what the mail of Client Service is?,10,2
tell me if I can create more than one online account with a single email,8,1
"I bought an item, how do I change my purchase?",0,1
help to get a refund,11,2
making order,26,2
"I have a problem when trying to make a payment with card, how do I notify it?",5,1
I don't know what I have to do to get the invoices,2,1
assistance with a shipping address change,24,2
how can I track my order?,3,2
tell me how to see some invoices,2,2
I am calling to check the options for delivery,13,2
where do I see the status of my reimbursement?,22,1
I have got to check the status of my order,3,1
"I've got no account, how do I create one?",8,1
I need information about obtaining some bills,2,2
assistance to solve issues with payments,5,2
"I got an error message when I tried to pay, but my card was charged anyway, what do I have to do to report it?",5,1
"I have an issue when trying to pay, whatshould I do to inform of it?",5,1
help setting a new shipping address up,4,2
can I check what options for delivery I can choose?,13,2
"i wanna know if i could register two fucking online accounts with a single email , please",8,0
"i hve no user account, what do i have to do to open one?",8,0
"i want to change my purchase, tell me how I can do it",0,0
can u ask an agent how i can notify an issue with my payment?,5,0
help me sew the delivery options,13,2
i have to check what payment methods are allowed help me,21,0
"I want to view the status of my reimbursement, what do I have to do?",22,1
"i want an account, what can i do?",8,0
"I forgot my account password, how do I reset it?",12,1
"you're not helping, I need help contacting a human",14,1
"I'm interested in your money back policy, can you tell me about it?",16,1
"I have a problem paying for my online order, what should I do to notify ti?",5,1
help me see the options for delivery,13,2
help cancelling my order,27,2
"i dont like the service, help me lodge a complaint",9,0
acn I talk to Customer Support?,10,2
I purchased something and I want to modify my order,0,1
"can you ask an agent what I can get a fucking refund for, please?",11,1
can u ask an agent how to create a fucking account?,8,0
"I want to see cancellation penalties, what do I have to do?",20,1
"my online account's been hacked, what do i have to do to recover it?",12,0
how can I leave a comment for  a service?,23,2
"I got an error message when I tried to pay, but I was charged anyway, what do I have to do to notify it?",5,1
"I lost my bill, what do I have to do to check it?",17,1
"I want to see my bill, what do I have to do?",17,1
I have to file a complaint against your business,9,1
can you tell me if I can register two profiles with a single email?,8,2
I want to talk to a person,14,1
can I get some invoices?,2,2
"I'm happy with the service, what do I have to do to make a review?",23,1
"I ordered something, what can i do to change my order?",0,0
"i ahve a problem when trying to pay for my online order, how can i report it?",5,0
can u ask an agent for information about modifying my purchase?,0,0
can you help me checking the termination charge ?,20,2
"i wanna see my bill, what should i do?",17,0
could I check my refund status?,22,1
can you tell me what the number of Customer Support is?,10,2
"I lost my account password, what can I do?",12,1
"I don't want my account, what do I have to do to remove it?",1,1
"can u show me information about the mail address of the Customer Service, please?",10,0
i get an error message when i attempt to pay for my online order,5,0
problem with changing several items of an order,0,2
I want to know how to request som invoices,2,2
can u ask an agent if i can open an account?,8,0
"I need information, help me send an email to Customer Support",10,2
can i report problems with my payment?,5,0
"i dont understand you, how do i speak with a person?",14,0
can I register more than one user account with the same email?,8,2
"I want information, what do I have to do to contact Customer Service?",10,1
I want information about forgotten passwords,12,2
"the event was postponed, help me obtain a reimbursement, please",11,1
"I want to recover my account password, what do I have to do?",12,1
can u ask an agent if i can pay with card?,21,0
I try to correct my shipping address,24,2
I call to check what options for delivery I have,13,2
can you provide information about the delivery period for my ticket?,7,2
I do not know how to report issues with payments,5,1
how do I talk to someone?,14,2
how to write a comment,23,2
I found problems when trying to open a account,25,1
can you tell me the mail of Client Service?,10,2
"an error pops when I attempt to pay for my online order, what can I do?",5,1
"I forgot my password, what can I do to reset it?",12,1
"I don't have a user account, how can I open one?",8,1
"the show was cancelled, what should I do to request a reimbursement?",11,1
I need help checking your money back guarantee,16,2
I want to inform of a fucking issue making a payment,5,2
I want to request information about obtaining some invoices,2,2
sak an agent how i can update my profile,19,0
"I want to submit a review for a service, what do I have to do?",23,1
"I have an issue paying with card, how do I inform of it?",5,1
show me what payment methods are available,21,2
where can I check my bill?,17,2
i wanna know if i can create several fucking user accounts with a single email address,8,0
speak to a goddamn live agent,14,2
I want information about the options for delivery,13,2
can you provide information about my invoice?,17,2
"i want information, i need help talking to customer service",10,0
I have a problem paying for my online order and I want to report it,5,1
"im happy with the service, help me lodge an opinion",23,2
invalid shipping address,4,2
"I don't understand you, can you talk to someone?",14,1
I want to know where I can check my hsipment,3,1
I want assistance changing my personal details,19,2
download a bill,2,2
how could I leave a review for a service?,23,2
where can I change my order?,0,1
can I see the ticket delivery options?,13,2
"can you ask an agent to shw me my bills, please?",17,2
"I got an error when I tried to make a payment, but my card was charged anyway, what should I do to inform of it?",5,1
I don't know how I can make a customer claim,9,1
I don't know how to change some items of an order,0,1
ask an agent how i can report a payment problem,5,0
can you help me reporting registration issues?,25,2
can you show me the phone no to contact Customer Support?,10,2
I need help to get refunds,11,1
can i own more than one user account?,8,0
"I've got no user account, can I open one?",8,1
what do I need to do to edit my account?,19,2
"I need information,call Customer Support, please",10,2
could you ask an agent where to view their fucking refund policy?,16,2
how to leave a comment,23,2
"I want information, what can I do to contact Client Service?",10,1
"the show was cancelled, what do I have to do to obtain a reimbursement?",11,1
"I got an error when I tried to make an payment, but I was charged anyway, help me inform of it",5,1
where to notify issues paying,5,2
could I take a quick look at my invoice?,15,1
help to reset the pwd of my account,12,2
I want help getting my money back,11,1
how do I report a payment problem?,5,2
ask an agent if i can talk to customer service,10,0
"you aren't helping, what do I have to do to speak with a human?",14,1
can u ask an agent if i can report payment problems?,5,0
"I got an error message when I attempted to make a payment, but my card was charged anyway, how do I inform of it?",5,1
can you ell me how I can know where my orders are?,3,1
"i havent got a user account, can u open one?",8,0
"please, do you mind asking an agent how I can change my fucking order?",0,1
what's the phone number of Customer Service?,10,2
"I have an issue when trying to pay for my order, I need help informing of it",5,1
check invoice from four months ago,15,2
could you show me when my item is going to arrive?,7,2
"I want to create a profile, what can I do?",8,1
"i forgot my account password, can i reset it?",12,0
tell me if I can register two user accounts with the same email address,8,2
tell me if I can create several user accounts with a single email,8,2
I want to see the ticket delivery options,13,2
could you ask an agent how to know were my packages are?,3,2
can i notify a problem making a payment?,5,0
i want to know if I can see some bills,2,0
tell me if I can create several online accounts with a single email,8,2
I try to leave a review for a service,23,2
how to remove my profile,1,2
"can u ask an agent how I could see a bill, please?",2,0
where can I switch to another account?,6,2
I need help reporting a problem paying,5,2
I do not know how I can track an order,3,1
I do not know what I need to do to create an account,8,1
"i wanna get an invoice, can you show me some information?",2,0
ask an agent if theres a newsletter i can subscribe to,18,2
I want to know if I can register more than one profile with the same email address,8,1
"I bought a product, what can I do to modify my order?",0,1
"do you mind asking an agent if I could obtain some bills, please?",2,1
"I need information, takl to Customer Service",10,2
I want to check your accepted payment options,21,2
i havent got a user account and id like to create one,8,0
help to report registration issues,25,2
what's the phone no to contact Customer Support?,10,2
"i want a profile, help me create one, please",8,0
can you tell me what the email of the Customer Service is?,10,2
"I lost my invoice, I need help viewing it",17,1
how do I unsubscribe from your newsletter?,18,2
can you tell me about the options for delivery?,13,2
"I haev no profile, could I create one?",8,2
"u are not helping, what can i do to speak with someone?",14,0
"you arent helping, can i talk to a human agent?",14,0
"could u ask  an agent for informatoin about my invoices, please?",17,2
"I want to modify the information on my profile, how can I do it?",19,1
how do I send an email to Customer Service?,10,2
i wanna know if i can own several profiles,8,0
"I haven't got an account, reister",8,1
can u ask an agent how to solve problems paying?,5,0
can u ask an agent where i can delete my profile?,1,0
help me check your refund policy,16,2
"the event was cancelled, how can I obtain an refund?",11,1
how do I recover my password?,12,2
you aren't helping and I want to speak with a human,14,1
checking order ETA,3,2
where can I see the status of my reimbursement?,22,1
I have to talk to an agent,14,1
my account's been hacked and I want to recover it,12,1
"I xidn't receive my bills, help me view them",17,2
"i dont have a user account, help me open one",8,0
I found issues when trying to create a profile,25,1
where do i lodge a customer complaint against ur business,9,0
"the game was cancellerd, what can I do?",11,1
"I have a problem when trying to pay with card, how do I notify it?",5,1
is it possible to change the shipping address?,24,2
"an error pops when I attempt to pay for my online order, what should I do?",5,1
how can I mlake an order?,26,2
I have to check what payment methods you accept,21,2
i want to know if i could create more than one online account with the same email,8,0
I want to get information about seeing an invoice,2,1
hepp me to make a claim against ur organization,9,2
"I want to request an invoice, can you tell me where I can do it?",2,1
"I want to use my other profile, how do I change them?",6,1
how do I update the information on my profile?,19,2
I have to change my last order,0,1
I want help to delete my account,1,2
"i dont understand you, can i talk to a person?",14,0
help me check the refund status,22,2
could you show me in what cases can I ask for refunds?,16,1
"I got an error message when I attempted to pay, but I was charged anyway, can you notify it?",5,1
how to make a complaint for a service,9,2
can you help me to check the cancellation fees?,20,2
how do I remove my online account?,1,2
"i want to notify a problem making a payment, what should i do?",5,0
help me change to another profile,6,2
is it possible to chat with someone?,14,2
how can i see the status of my purchase?,3,0
"the payment didn't go through, what can I do?",5,1
could you ask an agent if I can view their payment options?,21,2
"I'm not happy with the service, can you lodge a complaint?",9,1
can you tell me the free number of Customer Service?,10,2
"I don't have a shipping  address, can I set it up?",4,1
how to request an reimbursement,11,2
"an error message pops when I try to make a payment with card, what should I do?",5,1
can u show me information about the email to contact Customer Support?,10,0
"please, tell me if I can register two online accounts with a single email",8,2
"i have an issue paying for my online order, help me inform of it",5,0
"I have no online account, what can I do to create one?",8,1
can you tell me if I can download some invoices ?,2,2
I need assistance to track the last order,3,2
"I got an error when I tried to make a payment, but I was charged anyway, how can I notify it?",5,1
"I can't find my invoice, how can I check it?",17,1
need help trying to modify my shipping address,24,2
"I'm discontent with the sevrice, make a complaint",9,1
talking to agent,14,2
I have problems with cancelling orders,27,1
can you tell me if I can create two online accounts with a single email address?,8,2
where could I report a registration issue?,25,2
"please, ask an agent where i can report payment issues",5,0
tell me what the email to contact Customer Support is,10,2
I have issues setting up another shipping address,4,1
i want to knolw if i can change my order,0,0
"the show was postponed, can I request a refund?",11,1
"someonestole my account password, what do I have to do to reset it?",12,1
"i wanna know the sttus of my fefund, how could i track it?",22,0
"i wanna use my other online account, switch them",6,0
tell me about getting an invoice,2,2
assistance to see the cancellation penalty,20,2
i cant talk with somebody,14,0
help me to check in what cases can I ask to be refunded,16,2
how to obtain a refund,11,2
"please, ask an agent how to inofrm of an issue making a payment",5,2
I want information about the delivery period,7,2
"I got an error message when I attempted to pay, but my card was charged anyway, what do I have to do to notify it?",5,1
can you tell me what the hours of Customer Support are?,10,2
"I lost my invoices, can I chcek them?",17,1
"I want information, can I call Client Service?",10,1
where to get a refund?,11,2
would it be possible to check your money back policy?,16,2
"thje game was postponed, can you help me?",11,0
could you tell me more about delivery periods?,7,2
"you arent helping, how can i contact a person?",14,0
"ive got no profile, what can i do to create one ?",8,0
i havent gott an online account and i want to registrr,8,0
I need help to check how long refunds usually take,16,1
"I lost my invoices, how can I check them?",17,1
tell me if I can create several profiles with the same eemail,8,2
reporting issues with registration,25,2
"someone stole my account password, whzt should I do?",12,1
setting up new shipping address,4,2
how do I recover my account password?,12,2
"the show was postponed, get a reimbursement",11,1
how do I report payment issues?,5,2
"i have a problem paying for my order, what can i do?",5,0
"ask an agent where i can lodge a fucking complaint for a service, please",9,0
"you're not helping, speak with an human",14,2
question about cancelling the last order,27,2
i have an issue trying to edit my goddamn delivery address,24,0
"I have an issue paying for my order, how do I report it?",5,1
"I want to file a complaint, what do I have to do?",9,1
how do I track my shipments?,3,2
I had a problem while creating an account,25,1
"the event was postponed, what can I do?",11,1
what do I have to do to delete an account?,1,1
is it possible to contact customer service?,10,2
whats thd phone number of client service?,10,2
can you help me creating an online account for my mom?,8,2
can you give me information about your refund policy?,16,1
"I bought a product, how do I change my order?",0,1
where could I get the invoices from 6 purchases ago?,2,2
can you ask an agent if my orders are on their way?,3,1
"ive got no user account, register",8,0
"I've got no online account, what do I have to doo to create one?",8,1
"my account was hacked, how can I get it back?",12,1
can I register two user accounts with an single email address?,8,2
I want to check the cancellation penalties,20,2
"please, can you tell me how to see an invoice?",2,2
check what payment methods are available,21,2
"I'd like to create an account, what can I do?",8,1
are the charges for services refundable?,16,2
I need to find the invoice from December,15,1
"I have an issue paying with card, can you help me?",5,1
how to speak with someone,14,2
"i can't find my invoice, what should i do to see it?",17,0
can u ask an agent to remove my profile?,1,0
can I place an order?,26,2
can u ask an agent if there's a newsletter I could receive?,18,0
I need information about your reimbursement policy,16,1
help me check the cancellation fee,20,2
how do I check what payment methods you accept?,21,2
ask an agent if i can switch to another account,6,0
"I changed my mind, help me delete my online account",1,1
"an error message pops when I attempt to make a payment, what should I do?",5,1
ask an agent how to close my usre account,1,2
"i have a question , help me contact client service, please",10,0
"I want to create an account, what do I have to do?",8,1
I don't know how I could track my order,3,1
"please, could you tell me the phone number of Customer Support?",10,2
how to see your money back policy,16,2
"I want to submit an opinion, what can I do?",23,1
I want to report issues making a payment,5,2
"can you ask an agent how I can view my fucking invoice, please?",17,2
where do i view my bill?,17,0
"i got an error when i attempted to make a payment, but my card was charged anyway, how do i report it?",5,0
I have a question about a shipping address change,24,2
tell me if I can create several fucking user accounts with the same email,8,2
I need help viewing the cancellation penalty,20,2
"I don't want my online account, what do I have to do to close it?",1,1
I need assistance to get my invoice,2,2
"i wanna submit an opinion for a service , can u help me?",23,0
can you help me adding several items?,0,2
the concert was cancelled and I want to request a reimbursement,11,1
"someone stole my password, i need help resetting it, please",12,0
could you help me register?,8,2
"i want to notify an issue making a payment, what should i do?",5,0
"can you tell me if I could create two user accounts with a single email, please?",8,2
"I want a user account, how do I open one?",8,1
I do not know how to leave a review for a service,23,1
I want to know if i can download an invoice,2,0
can you tell me ohw long do refunds take ?,16,1
"the event was cancelled, how can i get a refund?",11,0
can I make an order?,26,2
"could you ask an agent how I could make a consumer complaint for a service, please?",9,2
I need information about downloading an invoice,2,2
"the concert was postponed, request a reimbursement",11,1
I want to know something about downloading an invoice,2,1
can u ask an agent to show me their payment methods?,21,0
I don't know how to sign up to the damn newsletter,18,1
can you tell me where I can check my shipment?,3,2
I do not know how I could add something,0,1
I want to know how I can track my orders,3,1
"I'm discontent with the service, file a complaint",9,1
"you're not helping ane I want to talk to a human, please",14,0
"I've got no user account, can you register?",8,1
I do not know what to do to check my order ETA,3,1
"I want to check your refund policy, what can I do?",16,1
"I can't make a payment, can you help me?",5,1
"I want a refund, what can I do to obtain one?",11,1
I do not know how I could change the shipping address,24,1
help me removing a secondary account,1,2
"you aren't helping, what do I have to do to talk to a person?",14,1
I don't know anything about your refund policy and I need information about it,16,1
"I changed my mind, how do I delete my online account?",1,1
i have no shipping address and i want to set one up,4,0
can you ask an agent if i can check my shipments?,3,0
tell me if I can register two user accounts with the same email,8,2
can I register two progiles with a single email address?,8,2
"I changed my mind, how can I delete my online account?",1,1
"I have a problem making a payment, what should I do to report it?",5,1
"I would like to make a fucking order, can you help me?",26,1
can u ask an agent where I can ese aninvoice?,2,0
"I want an account, how do I open one?",8,1
tell me how I can know where my deliveries are,3,2
"i wanna know the status of my refund, can u help me?",22,0
"I need information, what do I have to do to speak with Customer Support?",10,1
"I want to receive the newsletter, tell me how I can do it",18,1
I have issues changing the shipping address,24,2
I need inforation about my bill,17,2
"I ordered a product, how can I change my purchase?",0,1
I want information  about the email of the Client Service,10,2
"I need information , what can I do to send an email to Customer Support?",10,1
tell me where I can check my orders,3,2
"ive got no online account, how can i open one?",8,0
"please, could you ask an agent where I could view the status of my fucking purchase?",3,2
"i can't find my bill, how could i check it?",17,0
I would like to contact customer service,10,2
what do I need to do to track my order?,3,1
help me report a problem making a payment,5,2
tell me if I can check my delivery,3,2
i need help obtaining some bills,2,2
can u ask an agent to retrieve my account password?,12,0
"i want to check my bill, what do i have to do?",17,0
customer service e-mail,10,2
can I check the cancellation fee?,20,2
"i have an issue paying for my order, can i report it?",5,0
i want to know if i can create two online accounts with the same email,8,0
"the concert was postponed, what should I do?",11,1
ask an agent how to make an order,26,2
can you tell me if I can create two user accounts with a single email?,8,2
"i wanna know if i could register several profiles with a single email address , please",8,0
I need help to edit the details included on my user account,19,1
"id like to get a rebund, could u help me?",11,0
i have acxount signup problems,25,0
can u ask an agent how i can see their money back policy?,16,0
"I have an issue paying, I need help reporting it",5,1
where to check what options for delivery I have?,13,2
I don't know what I need to do to buy several of your item,26,1
"I have a problem when trying to pay for my online order, how can I notify it?",5,1
"i dont wan my accout, close it",1,0
"i have an issue when trying to pay for my online order, could u inform of it, please?",5,0
"i wanna see the ticket delivery options, could u help me, please?",13,0
"the concert was cancelled, request a refund, please",11,1
where do I track the refund?,22,1
"i have an issue when trying to pay with card, what do i have to do to inform of it?",5,0
I found a problem while opening an account,25,2
can you ask an agent where I can obtain a bill?,2,2
"please, could you ask an agent how to report issues with my payment?",5,2
"I can't find my invoices, what do I have to do to see them?",17,1
"i changed my mind, how could i close my account?",1,0
where do I track my delivery?,3,2
can i register several profiles with a single email?,8,0
I want help with our registration,25,2
adding product to last order,0,2
I want to change my purchase before you send it,0,1
"I have an issue paying for my order, can you help me?",5,1
help to retrieve my online account pwd,12,2
"could you ask an agent where I can notify an issue with my payment, please?",5,2
"I need a reimbursemewnt, help me obtain one",11,1
can u ask an agent to check the status of my refund?,22,0
"I can't understand you, speak with a human agent",14,1
can i change to another user account?,6,0
"I want a refund, what should I do?",11,1
I want help to check when my delivery is going to arrive,7,1
"please, could u ask an agent where i could check my fucking bills?",17,0
"I get an error message when I try to pay, what do I have to do?",5,1
I do not know how I can cancel the order I made,27,1
"i wanna download an invoice, tell me where to do it",2,0
could you help me canceling the order I have made?,27,1
can you help me to check the status of my refund?,22,1
where can i delete my account?,1,0
I have an issue setting up a new shipping address,4,1
"I got an error message when I tried to make a payment, but I was charged anyway, how do I inform of it?",5,1
"I have an issue when trying to pay, what can I do?",5,1
"i wanna file a complaint, what can i do?",9,0
"I want to request some invoices, can you tell me how to do it?",2,1
I want help to find the invoice from 5 purchases ago,15,1
help me to remove something from an order,0,2
tell me what the mail address of the Client Service is,10,2
"I need information, how do I talk to Customer Service?",10,1
"i wanna notify a problem with my payment, what can i do?",5,0
could you tell me if I can register more than one user account with a single email ?,8,1
"I want information, help me contact Customer Support",10,2
"I need information, can you send an email to Client Service?",10,2
I do not know how I could add an item to an order,0,1
"I got an error message when I attempted to make a payment, but I was charged anyway, how do I notify it?",5,1
"please, ask an agent how to retrieve my password",12,2
I do not know how to get my money back,11,1
I want to write a comment for a service,23,2
help to get my money back,11,2
submit product review,23,2
"i cant remember my password, how do i reset it?",12,0
help me change my shipping address,24,2
the delivery options,13,2
"you're not helping, what should I do to speak with someone?",14,1
how can I leave a review for your company?,23,2
"I have an issue when trying to pay for my order, what should I do to report it?",5,1
how could I recover my password?,12,2
help me inform of a problem making a payment,5,2
what information do you have about obtaining a bill?,2,2
where can I get a refund?,11,1
help submitting some feedback for your services,23,2
how can I cancel an order I have made?,27,1
could you help me to talk to an agent?,14,2
I do not know what I need to do to get refunds of money,11,1
"I wanna check my package, can you tell me hwere I can do i?",3,0
can you show me the options for delivery?,13,2
I do not know how I could set a new shipping address up,4,1
I want to know if I can create several online accounts with the same email,8,1
I want information and I want to speak with Customer Support,10,1
"please, could you tell me the email of Client Service?",10,2
"can you ask an agent how I could edit the information on my profile, please?",19,2
I call to get the invoice,2,1
I try to ocntact an agent,14,2
how to talk to cutsomer service,10,2
ask an agent how to see the delivery options,13,2
I would like to check in what cases can I ask for refunds,16,1
can u ask an agent if there is a free phone number to contact client service?,10,0
"I ordered something , how can I change my order?",0,1
"I want to modify my shipping address, can you help me?",24,1
"I can't find my bill, how do I see it?",17,1
ask an agent hoe i can notify a fucking problem with my payment,5,0
what do I have to do to make an order?,26,1
where can I take a quick look at the invoice?,15,1
tell me how I casn check my deliveries,3,2
I don't know what to do to check the refund status,22,1
I need help editing the information on my account,19,2
"polease, ask an aggent if I can solve issues making a payment",5,2
"I don't want my user account, what can I do to close it?",1,1
"someone stole my password, how can I recover it?",12,1
can you tell me if I can create several profiles with a single email address?,8,2
"I don't have a shipping address, what do I have to do to set it up?",4,1
"I got an error when I tried to pay, but I was charged anyway, can I inform of it?",5,1
I do not know what to do to check my refund status,22,1
whewre to obtain a reimbursement,11,2
"i want to track my fucking reimbursement, can u help me, please?",22,0
I want my money back,11,1
could ya transfer to me someone,14,2
"I want a refund, how could I obtain one?",11,1
I want to know if I can make a payment with credit card,21,1
"you're not helping, what should I do to speak with a person?",14,1
I need help to check the cancellation fees,20,2
I want to get information about downloading a bill,2,2
I want assistance to buy several of your item,26,2
"I got an error when I attempted to make a payment, but I was charged anyway, how can I inform of it?",5,1
I try to cancel the company newsletter subscription,18,2
need assistance seeing the termination charges,20,2
"my account's been hacked, i need help getting it back",12,0
show me the mail of customer support,10,2
I want to know how to check my order,3,1
"I'd like to check cancellation penalties, what can I do?",20,1
where do I get a bill?,2,2
I want to know how to track  my order,3,1
"i wanna download some bills , tell me how I can do it",2,0
can you tell me if I can register more than one profile with a single email?,8,1
help to track an order,3,2
"please, can you ask an agent where I can report issues paying?",5,2
"you're not helping, how can I talk to a human agent?",14,1
I want help to submit some feedback for your company,23,2
I want assistance contacting an agent,14,2
I have a problem with a forgotten password,12,2
how do i recover my account password?,12,0
check the options for ticket delivery,13,2
how do I file a consumer complaint for a service?,9,2
how do I report an issue paying?,5,2
ask an agent how to request some inovices,2,2
what information can you tell me about seeing a bill?,2,2
"id like information and i wanna contact fucking customer service, please",10,0
"I don't want my online account, help me delete it",1,1
I want to request information about requesting an invoice,2,2
how can I view your payment methods?,21,2
assistance buying something,26,2
where to check your refund policy?,16,2
I cannot cancel the subscription to your company newsletter,18,2
where to check the cancellation fees?,20,2
how can I sign up?,8,2
"I want to download an invoice, can you tell me how I can do it?",2,1
what do I need to do to delete a user account?,1,1
"I changed my mind, what do I have to do to close my user account?",1,1
"i donty have an account, can u help me?",8,0
help me set a different shipping address up,4,2
"my account's been hacked, can i recover it?",12,0
how can i check the options for ticket delivery?,13,0
can u ask an agent where to see my bills?,17,0
talk to Client Service,10,2
I want to set up another shipping address,4,2
"I want to see an invoice , can you tell me where I can do it?",2,1
how could I find information about cancelling an order?,27,2
I want help using another account,6,2
tell me about downloading some bills,2,2
help me check what hours I can call customer service,10,2
I need help to check the status of the refund,22,1
"you're not helping , can you speak with a person?",14,2
"I don't want my user account, what do I have to do to cancel it?",1,1
I'd like to notify problems making a payment,5,2
how do i contact a human?,14,0
i have to unsubscribe to the newsletter can uheelp me,18,0
"I want to get a bill, tell me where I can do it, please",2,1
"I got an error message when I tried to make a payment, but my card was charged anyway, can I inform of it?",5,1
can you help me to get the invoices?,2,2
how can i send an email to client servioce?,10,0
what do I have to do to use a new account?,6,1
I want to know if I can register two online accounts with a single email,8,1
I would like to check what payment methods are available,21,1
I want help to speak with a live agent,14,2
can you help me solve payment issues?,5,2
"I have to correct my user information, how can I do it?",19,1
help to track my order,3,2
show me the mail address of Customer Support,10,2
ask an agent how I can make an fucking complant,9,2
how do I request areimbursement?,11,1
I need help requesting a reimbursement,11,1
will you show me the refund status?,22,2
what do I need to do to speak with someone?,14,1
could I edit my personal information?,19,2
"i wanna see a bill, can you tell me how I can do it?",2,0
"you aren't helping, could you talk to a human agent, please?",14,1
i need information about getting some invoices,2,0
"I get an error message when I try to make a payment, what do I have to do?",5,1
how do I check my bil?,17,2
I do not know how I can add several items,0,1
I have got to edit the information on my account,19,1
"the concert was postponed, help me obtain a reimbursement",11,1
"I don't have a user account, how dp I register?",8,1
"an error pops when I try to make a payment with card, what can I do?",5,1
"i dont have a profile, can i create one?",8,0
"I have a problem paying, what can I do to notify it?",5,1
"can you tell me when my tickets will arrive, please?",7,2
I need assistance contacting customer service,10,2
"I have a prbolem making a payment, how do I notify it?",5,1
"I don't want my user account, what can I do to delete it?",1,1
"you aren't helping, how do I talk to a human?",14,1
I want to know how to modcify my purchase,0,1
"I have an issue paying for my online order, what can I do to report it?",5,1
"i would like to request an invoice, could you tell me where to do it, please?",2,0
"id like to inform of a payment problem, what do i have to do?",5,0
"i want to submit a complaint, can u help me?",9,0
can u ask an agent what the hours of customer support are?,10,0
"I need information, how can I contact Customer Service?",10,1
"id like an account, create one, please",8,2
